snapped_at,price,market_cap,total_volume
2023-12-09 00:00:00 UTC,0.009571217860219106,4900517.837640629,78955.91109205295
2023-12-10 00:00:00 UTC,0.010052576724899936,5148460.98192979,77334.69166281747
2023-12-11 00:00:00 UTC,0.010015107046662485,5157558.038603608,74734.68235425049
2023-12-12 00:00:00 UTC,0.009772282110493481,5022433.281374117,104218.22366600523
2023-12-13 00:00:00 UTC,0.009680141969363397,4983646.669449773,84291.2420685288
2023-12-14 00:00:00 UTC,0.013726114825123651,7025352.8756193705,336392.25470257335
2023-12-15 00:00:00 UTC,0.014142198110838163,7274375.0407368895,136608.05759567974
2023-12-16 00:00:00 UTC,0.013664269617425735,7029481.40907654,193001.44550539824
2023-12-17 00:00:00 UTC,0.013336501367985382,6859771.289169777,185800.94502050875
2023-12-18 00:00:00 UTC,0.013288307483438708,6840026.12256291,202297.49929148713
2023-12-19 00:00:00 UTC,0.013086993293134865,6737356.474923212,242059.52590406727
2023-12-20 00:00:00 UTC,0.012978850762495726,6687356.763374367,102689.97495388595
2023-12-21 00:00:00 UTC,0.013102957742381552,6752294.916442974,222553.43145984632
2023-12-22 00:00:00 UTC,0.012546943774205852,6469515.148443959,258562.62723713974
2023-12-23 00:00:00 UTC,0.012816710781725566,6613832.455696848,697597.5731390034
2023-12-24 00:00:00 UTC,0.013797238082259933,7118238.120235518,566201.4507502842
2023-12-25 00:00:00 UTC,0.013651578856317176,7049712.753330571,714218.8052261692
2023-12-26 00:00:00 UTC,0.013702021079705199,7046131.901725467,722321.3810500168
2023-12-27 00:00:00 UTC,0.013595970120644368,7029227.8872868605,741212.1952397877
2023-12-28 00:00:00 UTC,0.013537008141956196,6999811.105521888,748883.7763838902
2023-12-29 00:00:00 UTC,0.013624495739779013,7047608.952280269,609576.1000127867
2023-12-30 00:00:00 UTC,0.013806291746095663,7165319.616131193,736717.0654691075
2023-12-31 00:00:00 UTC,0.013608171392929231,7058921.956534834,744767.4548051232
2024-01-01 00:00:00 UTC,0.013614725650522476,7062744.063758999,727026.3899633676
2024-01-02 00:00:00 UTC,0.01361443838544535,7065441.920726308,768750.9099760259
2024-01-03 00:00:00 UTC,0.012998287329405262,6731598.051588248,767122.1066230289
2024-01-04 00:00:00 UTC,0.01301138267804601,6748882.352147398,728848.598197233
2024-01-05 00:00:00 UTC,0.013118234827964408,6668679.939895678,721603.6768093347
2024-01-06 00:00:00 UTC,0.013297182103015098,6774614.432147783,747466.45302114
2024-01-07 00:00:00 UTC,0.013306626128771003,6779297.749901972,747268.2130732752
2024-01-08 00:00:00 UTC,0.013274517488915507,6767160.773388806,739699.0318716053
2024-01-09 00:00:00 UTC,0.013308637861446378,6793133.902659034,1028173.2180939884
2024-01-10 00:00:00 UTC,0.013625979742213742,6945125.8078343365,1041973.9070515198
2024-01-11 00:00:00 UTC,0.014011009421417552,7158171.858457934,1454364.075382752
2024-01-12 00:00:00 UTC,0.013982879127832871,7167491.986039534,1152711.4789779459
2024-01-13 00:00:00 UTC,0.015078941009935565,7775326.565889018,900673.7319700085
2024-01-14 00:00:00 UTC,0.015107630828447502,7781630.535753275,2637674.259423053
2024-01-15 00:00:00 UTC,0.014575262313888362,7531869.791362933,2625338.827371981
2024-01-16 00:00:00 UTC,0.014591788310405817,7533825.242900263,3226947.2587258844
2024-01-17 00:00:00 UTC,0.013951700139680546,7203048.11520156,734849.500381624
2024-01-18 00:00:00 UTC,0.014504551712868838,7531630.324711736,626182.0364505958
2024-01-19 00:00:00 UTC,0.013747017803039966,7133264.228172343,597025.518856188
2024-01-20 00:00:00 UTC,0.013568569933510327,6955539.3469317425,600729.5987228468
2024-01-21 00:00:00 UTC,0.013880086908186672,7207267.176907037,600952.7759184408
2024-01-22 00:00:00 UTC,0.013759651503282662,7154468.7635394065,549432.9385124232
2024-01-23 00:00:00 UTC,0.013184128786776413,6844288.889403795,588946.8166945737
2024-01-24 00:00:00 UTC,0.011899143271422418,6188628.958021131,648422.566088814
2024-01-25 00:00:00 UTC,0.012705564038480274,6606063.285686562,705040.6432581979
2024-01-26 00:00:00 UTC,0.013077903972275172,6803216.452094043,560969.1538539954
2024-01-27 00:00:00 UTC,0.014719379835934592,7657695.8748705005,756278.9668824668
2024-01-28 00:00:00 UTC,0.014153229135705324,7605150.867136317,31492.641998570627
2024-01-29 00:00:00 UTC,0.014187776299165475,6986618.951207076,3053383.2558081257
2024-01-30 00:00:00 UTC,0.013694130449333415,7135898.691526142,1204131.828108024
2024-01-31 00:00:00 UTC,0.013328859242495385,6943561.342151323,1173370.1235887853
2024-02-01 00:00:00 UTC,0.01306482825204536,6810222.700852881,872726.4029332282
2024-02-02 00:00:00 UTC,0.013401398512697402,6986316.748136782,591873.9342834441
2024-02-03 00:00:00 UTC,0.012978746899337477,6771176.772695119,882710.1423363256
2024-02-04 00:00:00 UTC,0.013148762228340521,6820905.913216667,718274.9217676899
2024-02-05 00:00:00 UTC,0.012978382380238483,6778451.724765097,758587.6146658291
2024-02-06 00:00:00 UTC,0.012936101877132728,6761954.725704296,614187.5498703007
2024-02-07 00:00:00 UTC,0.012617509656238524,6592113.290557902,661285.0185949883
2024-02-08 00:00:00 UTC,0.011718411354250518,6130179.007905106,547691.7980328707
2024-02-09 00:00:00 UTC,0.012449920019515772,6513543.925773579,553752.6344173381
2024-02-10 00:00:00 UTC,0.012946408346437888,6925652.257429106,549995.4517915667
2024-02-11 00:00:00 UTC,0.01186349724486793,6187911.212975306,632265.7946839664
2024-02-12 00:00:00 UTC,0.012055715397970072,6293625.4512124155,593375.9369005844
2024-02-13 00:00:00 UTC,0.012319940282953468,6433632.22926693,558520.8691847
2024-02-14 00:00:00 UTC,0.01232995711914463,6444509.330344873,552149.9946615169
2024-02-15 00:00:00 UTC,0.011651122363806717,6208432.648407817,572077.8852337038
2024-02-16 00:00:00 UTC,0.01157997397285938,6174850.61213225,538410.8068579866
2024-02-17 00:00:00 UTC,0.011445201007907852,6124810.326283302,551148.5938767466
2024-02-18 00:00:00 UTC,0.011381475052704173,6099490.575982,546885.1507435491
2024-02-19 00:00:00 UTC,0.011481234480074815,6155412.428587704,518271.30158222374
2024-02-20 00:00:00 UTC,0.011577178341167556,6207076.705681419,554100.8483261402
2024-02-21 00:00:00 UTC,0.011595934319304314,6226907.603438171,550720.9455878196
2024-02-22 00:00:00 UTC,0.012003348954026627,6465510.235346206,545606.3595497771
2024-02-23 00:00:00 UTC,0.012056850567679946,6430165.124517715,555950.0944775685
2024-02-24 00:00:00 UTC,0.012065752857909735,6477221.3525306815,540581.0137848059
2024-02-25 00:00:00 UTC,0.012143457149974645,6513584.172666352,555695.2293980991
2024-02-26 00:00:00 UTC,0.012276677582103728,6588381.218030223,537510.0677459541
2024-02-27 00:00:00 UTC,0.01221711849155348,6556726.985807426,564933.5015784288
2024-02-28 00:00:00 UTC,0.012493860659322079,6761843.23774711,549013.9044493567
2024-02-29 00:00:00 UTC,0.01361513586318084,7368241.86728499,567599.5040293774
2024-03-01 00:00:00 UTC,0.01430580930323184,7956997.125341126,48180.912657235946
2024-03-02 00:00:00 UTC,0.0146842148662763,7967144.177924874,558809.2747494212
2024-03-03 00:00:00 UTC,0.014676195149523244,7987614.649424217,542332.6780197588
2024-03-04 00:00:00 UTC,0.014560412773407288,7916707.273083217,534392.5240003744
2024-03-05 00:00:00 UTC,0.014937343036157662,8096905.948899447,545385.103294871
2024-03-06 00:00:00 UTC,0.014528984812967901,7916970.311900087,579327.3324330868
2024-03-07 00:00:00 UTC,0.015283724841412043,8334731.963640729,591915.9240545854
2024-03-08 00:00:00 UTC,0.015157861302888225,8273338.798992334,560821.8804889034
2024-03-09 00:00:00 UTC,0.015550634665673415,8502251.70548489,534134.9248677506
2024-03-10 00:00:00 UTC,0.015449039107043035,8448688.216468107,540386.6168101681
2024-03-11 00:00:00 UTC,0.015925361443555008,8703956.195791095,568964.9026179886
2024-03-12 00:00:00 UTC,0.016437285834972164,8998697.594444655,549410.4876215672
2024-03-13 00:00:00 UTC,0.016576264584690095,9070174.174336508,544740.4960358377
2024-03-14 00:00:00 UTC,0.016805357222392698,9210294.108063972,516972.74151094665
2024-03-15 00:00:00 UTC,0.01663681610047564,9108820.227399841,545060.1790633186
2024-03-16 00:00:00 UTC,0.016013690612009458,8784350.463218901,563325.9383172296
2024-03-17 00:00:00 UTC,0.015405608472864086,8433548.211053094,558399.707955683
2024-03-18 00:00:00 UTC,0.015154397998956473,8337432.146589557,560626.770697109
2024-03-19 00:00:00 UTC,0.014565752677670026,8005223.757055877,553541.0515968761
2024-03-20 00:00:00 UTC,0.01383102657579643,7657345.426877351,553993.1708337519
2024-03-21 00:00:00 UTC,0.014434270603786662,7944717.942833202,559569.6620296678
2024-03-22 00:00:00 UTC,0.014845589833643803,8169393.250038442,562934.4170187042
2024-03-23 00:00:00 UTC,0.014568547657587605,8021784.684281403,532497.2571956161
2024-03-24 00:00:00 UTC,0.01459356538962198,8053416.768609298,537229.4845476368
2024-03-25 00:00:00 UTC,0.01467524742910408,8089136.892966973,579722.3224449751
2024-03-26 00:00:00 UTC,0.015267163183338997,8415874.624837773,539012.7878792554
2024-03-27 00:00:00 UTC,0.015302139153202563,8443948.487472018,548019.3659470432
2024-03-28 00:00:00 UTC,0.01505712684596224,8313076.387160688,562045.9670948735
2024-03-29 00:00:00 UTC,0.014947217524563853,8259304.62532873,537523.3835243599
2024-03-30 00:00:00 UTC,0.015234831648155945,8422175.438645158,551546.3017689184
2024-03-31 00:00:00 UTC,0.015007627193296968,8296869.585192896,541672.6554094609
2024-04-01 00:00:00 UTC,0.01535883891832389,8499688.07934672,547111.8436997446
2024-04-02 00:00:00 UTC,0.015598729377837706,8630176.87500591,35242.95607938451
2024-04-03 00:00:00 UTC,0.0180964285447136,10008635.580223637,697566.5699940012
2024-04-04 00:00:00 UTC,0.018869046519468628,10452901.26702874,562126.2494836964
2024-04-05 00:00:00 UTC,0.019539034345878684,10837062.454121338,608615.239799137
2024-04-06 00:00:00 UTC,0.019830577641334435,11002076.5941789,581772.323633612
2024-04-07 00:00:00 UTC,0.024780959039290826,13767854.31389784,693000.6611740938
2024-04-08 00:00:00 UTC,0.025858389701423623,14293320.809178174,654576.3594245319
2024-04-09 00:00:00 UTC,0.026502115199817558,14734405.449656442,52273.03154960402
2024-04-10 00:00:00 UTC,0.02798445482999124,15571567.924446698,572119.8273603661
2024-04-11 00:00:00 UTC,0.028758186888362194,16063537.889436856,584882.1822571938
2024-04-12 00:00:00 UTC,0.030421691860382176,17017361.898635976,607562.2786877052
2024-04-13 00:00:00 UTC,0.028267811750140606,15825678.817107981,614690.9883130401
2024-04-14 00:00:00 UTC,0.02386951183525141,13688423.680302141,139303.81590805706
2024-04-15 00:00:00 UTC,0.02431580833248338,13630192.58971897,80881.48349995498
2024-04-16 00:00:00 UTC,0.025311773897012273,14214385.434015095,595522.3236997501
2024-04-17 00:00:00 UTC,0.024627075437813988,13820638.052970527,596317.4676196385
2024-04-18 00:00:00 UTC,0.024003038874374234,13476976.83955503,575686.2749057723
2024-04-19 00:00:00 UTC,0.023897034233870046,13416974.080911146,589290.9100138198
2024-04-20 00:00:00 UTC,0.02487003742367797,14958736.510051426,588672.9114011307
2024-04-21 00:00:00 UTC,0.025415106099766518,15274914.66208816,554401.6254150807
2024-04-22 00:00:00 UTC,0.02510282594746952,15087940.364856958,557153.1261845535
2024-04-23 00:00:00 UTC,0.02617077923686779,15770096.193027223,60100.430955155396
2024-04-24 00:00:00 UTC,0.02719508353083242,16350713.689980177,590005.4695656203
2024-04-25 00:00:00 UTC,0.026683134278941104,16072119.982307952,576712.1389853036
2024-04-26 00:00:00 UTC,0.0271130094494065,16320178.340458713,583510.1604942178
2024-04-27 00:00:00 UTC,0.02728939828200015,16435118.410576789,565697.2739827526
2024-04-28 00:00:00 UTC,0.02812428902962068,16926917.86123324,590792.3795743814
2024-04-29 00:00:00 UTC,0.028900493960921033,17418326.53743243,584921.772391445
2024-04-30 00:00:00 UTC,0.028758099606078755,17346182.099358775,586400.6003675398
2024-05-01 00:00:00 UTC,0.02723275705076187,16373442.471474292,604848.3534320856
2024-05-02 00:00:00 UTC,0.026691232816729537,16090658.15342343,634284.0785606424
2024-05-03 00:00:00 UTC,0.027137350128987128,16366331.525120433,569898.2975283464
2024-05-04 00:00:00 UTC,0.028455679312676417,17171748.786836524,563451.2000235992
2024-05-05 00:00:00 UTC,0.02869626712603176,17337284.260305107,602799.2373324129
2024-05-06 00:00:00 UTC,0.029340751067623985,17625847.664494537,600349.7847460924
2024-05-07 00:00:00 UTC,0.019468530514342695,10969011.095735,1721166.2214189747
2024-05-08 00:00:00 UTC,0.018940007575261063,10702044.647265848,583156.2895788114
2024-05-09 00:00:00 UTC,0.018615715833729837,10516193.372558203,559424.444629661
2024-05-10 00:00:00 UTC,0.018854388045638576,10667013.867572973,540356.9192706195
2024-05-11 00:00:00 UTC,0.018875712168741225,10634961.024455968,577233.7728280053
2024-05-12 00:00:00 UTC,0.018816556965958485,10622590.017514385,548659.8111884602
2024-05-13 00:00:00 UTC,0.018964307304047304,10696010.986368861,561367.871608522
2024-05-14 00:00:00 UTC,0.018836362800468673,10622697.430736076,533764.9873421119
2024-05-15 00:00:00 UTC,0.01907295035550814,10763650.624357143,521060.78439708427
2024-05-16 00:00:00 UTC,0.02030167162633783,11402546.984029733,1181910.908602118
2024-05-17 00:00:00 UTC,0.020204918598415843,11409337.339548003,1384273.0731042635
2024-05-18 00:00:00 UTC,0.02232011327450077,12579748.51283154,1311481.5174242824
2024-05-19 00:00:00 UTC,0.02304486854386505,13232560.293022497,1335949.4418649115
2024-05-20 00:00:00 UTC,0.02402064645749357,13906872.43219626,1325821.7271746388
2024-05-21 00:00:00 UTC,0.027088940210129166,16007211.82937903,1332858.2190386646
2024-05-22 00:00:00 UTC,0.02968855598035628,17498400.467200104,1313199.0602800758
2024-05-23 00:00:00 UTC,0.030195688492946772,17789680.128894933,1346567.1203769108
2024-05-24 00:00:00 UTC,0.029910207611639462,17626244.922507647,750898.7122368332
2024-05-25 00:00:00 UTC,0.03000273627532025,17679153.406118184,726204.3720425484
2024-05-26 00:00:00 UTC,0.029939157228873053,17643352.370751597,669085.9128748002
2024-05-27 00:00:00 UTC,0.030890686343475336,18208703.442890946,1314617.6138553794
